"","CODERESP","weight.coefficient","Country","Country.code","DURINT","Date.of.interview","CATI/CAWI","Language","A1","A2_01","A2_02","A2_03","A2_04","A2_05","A3","Q00A","Q00B","Q00C_1","Q01","Q02","Q03_1","Q04_1","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16B_1","Q16B_2","Q17_1","Q17_2","Q17_3","Q17_4","Q17_5","Q17_6","Q17_7","Q18MODE","Q18_01","Q18_02","Q18_03","Q18_04","Q18_05","Q18_06","Q18_07","Q18_08","Q18_09","Q18_10","Q18_11","Q18_12","Q18_13","Q18@_13","Q18B","Q18C","Q18D","Q18E_1","Q18E_2","Q18E_3","Q18E_4","Q18E_5","Q18E_6","Q18E_7","Q19_1","Q19_2","Q19_3","Q19_4","Q19_5","Q20_01","Q20_02","Q20_03","Q20_04","Q21","Q22","Q23","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q25NEW","coderesp"
"7022",2931378,8393.51563133548,"Spain","ES",6.95,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",65,"28011","7","-1",NA,NA,"3","1",4,4,"5","-1","2",1,0,1,0,1,2,1,2,2,2,2,4,2,2,-1,2,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,1,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,4,2931378
"7023",2931379,9288.00094038958,"Spain","ES",5.05,"2021-06-14","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",73,"38630","7","-1",NA,NA,"3","1",1,1,"1","2","-1",1,0,0,0,1,2,2,2,2,1,2,-1,-1,2,-1,-1,-1,-1,2,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931379
"7024",2931382,3741.40882502531,"Spain","ES",10.0833333333333,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",76,"28912","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,4,4,4,3,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931382
"7025",2931386,6787.89732130972,"Spain","ES",10.55,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",49,"28904","3","-1",NA,NA,"3","1",3,3,"3","-1","4",1,0,0,0,2,1,2,1,2,2,1,1,3,-1,2,-1,2,-1,-1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2931386
"7026",2931389,580.246858392942,"Spain","ES",10.8166666666667,"2021-06-15","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",65,"28039","1","1",NA,"28039","8","1",3,3,"3","-1","4",1,0,0,0,2,2,2,2,2,2,2,1,0,1,2,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,3,3,4,4,3,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2931389
"7027",2931394,2543.60208370643,"Spain","ES",9.38333333333333,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",68,"07005","2","1",NA,"07005","3","1",2,2,"5","-1","4",1,0,0,0,2,2,2,2,2,1,1,0,0,1,2,2,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,2,2931394
"7028",2931398,32986.9903136554,"Spain","ES",8.68333333333333,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",72,"45512","7","-1",NA,NA,"3","2",2,2,"2","-1","4",1,0,0,0,1,2,1,1,1,1,1,2,0,2,-1,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,1,4,4,4,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2931398
"7029",2931401,1133.17226923699,"Spain","ES",8.65,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",73,"30011","7","-1",NA,NA,"7","1",2,2,"5","-1","1",1,0,1,0,1,2,2,2,1,2,1,1,0,2,-1,-1,-1,2,-1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931401
"7030",2931402,1823.92636265726,"Spain","ES",6.78333333333333,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",40,"41003","1","1",NA,"41008","6","1",1,1,"1","2","-1",1,0,0,0,1,1,1,1,1,1,1,-1,-1,2,2,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,4,4,4,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2931402
"7031",2931405,5943.90126192692,"Spain","ES",7.71666666666667,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",71,"28028","7","-1",NA,NA,"3","1",3,3,"3","-1","4",0,0,0,0,2,1,2,2,2,2,2,0,1,-1,2,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2931405
"7032",2931407,7996.74084861878,"Spain","ES",21.4,"2021-06-15","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",74,"50009","7","-1",NA,NA,"3","1",3,3,"3","-1","4",1,0,1,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,3,4,3,4,3,3,1,2,2,2,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,3,4,2931407
"7033",2931409,693.479131707499,"Spain","ES",5.86666666666667,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",65,"08173","1","2",NA,"08190","7","1",4,4,"3","-1","4",1,1,3,0,2,1,2,2,2,2,2,0,2,1,2,2,1,1,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,4,2,3,2,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931409
"7034",2931410,626.940696046076,"Spain","ES",4.1,"2021-06-15","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",65,"07004","1","2",NA,"07004","6","1",1,1,"1","2","-1",1,0,1,0,1,2,2,2,2,1,2,-1,-1,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,4,3,4,1,3,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931410
"7035",2931417,8206.92315958886,"Spain","ES",6.55,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",70,"46870","7","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,2,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,4,2,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931417
"7036",2931418,12686.2512999021,"Spain","ES",7.45,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",64,"08921","4","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,0,0,2,2,1,1,2,2,2,0,0,-1,-1,2,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,1,2,4,4,4,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931418
"7037",2931421,1551.8249388819,"Spain","ES",15.9166666666667,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"1",NA,"2","1",70,"36201","7","-1",NA,NA,"6","1",3,2,"3","-1","4",1,0,2,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,2,4,1,4,1,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,2931421
"7038",2931422,1418.64290355582,"Spain","ES",10.2,"2021-06-16","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",71,"08027","7","-1",NA,NA,"6","1",2,2,"2","-1","4",1,0,2,0,2,2,1,2,2,2,2,99999997,99999997,-1,-1,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,3,4,4,4,2,2,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931422
"7039",2931423,868.181542796956,"Spain","ES",9.9,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",69,"08970","7","-1",NA,NA,"6","1",4,4,"3","-1","4",2,1,4,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,2,2,2,4,2,2,2,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931423
"7040",2931425,1398.26366930403,"Spain","ES",9.8,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",67,"12003","7","-1",NA,NA,"7","1",2,2,"2","-1","4",2,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,4,4,4,1,1,4,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2931425
"7041",2931426,1652.61760417675,"Spain","ES",6.45,"2021-06-16","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",68,"03184","7","-1",NA,NA,"6","1",1,1,"1","2","-1",1,0,0,0,2,1,1,1,2,1,2,-1,-1,-1,2,2,2,-1,2,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,4,4,1,4,4,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2931426
"7042",2931427,1872.16444385226,"Spain","ES",13.4166666666667,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",73,"15570","7","-1",NA,NA,"6","2",3,3,"5","-1","4",2,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931427
"7043",2931428,41297.1275317583,"Spain","ES",5.51666666666667,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",70,"47312","4","-1",NA,NA,"0","1",2,2,"5","-1","4",2,0,2,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2931428
"7044",2931429,9152.09536603626,"Spain","ES",17.4833333333333,"2021-06-16","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",72,"29640","7","-1",NA,NA,"3","1",2,2,"2","-1","4",2,1,1,0,1,1,1,2,2,2,2,0,0,2,2,2,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,3,4,4,1,1,3,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,2931429
"7045",2931430,2255.78563400999,"Spain","ES",6.38333333333333,"2021-06-16","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",73,"11009","7","-1",NA,NA,"7","1",1,1,"1","2","-1",0,0,0,0,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,4,4,1,1,1,2,1,3,3,3,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,4,2931430
"7046",2931433,1993.76349761027,"Spain","ES",6.48333333333333,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",66,"33950","7","-1",NA,NA,"8","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,4,4,4,1,1,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931433
"7047",2931434,3184.39053220889,"Spain","ES",3.76666666666667,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",67,"28028","1","1",NA,"28028","3","1",2,2,"2","-1","4",1,0,2,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,2,4,2,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931434
"7048",2931435,14434.8421404682,"Spain","ES",8.08333333333333,"2021-06-16","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",72,"04621","1","2",NA,"04621","3","1",4,4,"3","-1","4",1,0,0,0,2,1,1,2,1,2,2,99999997,99999997,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2931435
"7049",2931436,6802.66526391867,"Spain","ES",13.2333333333333,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",71,"08031","7","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,0,0,1,1,1,1,1,2,1,1,1,2,2,2,2,2,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,1,4,4,4,1,4,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,2931436
"7050",2931437,2645.61898625079,"Spain","ES",5.9,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",61,"38108","7","-1",NA,NA,"6","1",2,2,"2","-1","4",1,0,0,0,1,2,1,1,2,1,1,1,1,2,-1,2,2,-1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931437
"7051",2931440,2255.78563400999,"Spain","ES",5.46666666666667,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",71,"29620","7","-1",NA,NA,"7","1",1,1,"1","2","-1",0,0,0,0,1,2,1,1,1,2,1,-1,-1,2,-1,2,2,2,-1,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,2,4,4,4,4,2,2,1,1,3,2,2,0,1,0,0,2,2,-1,4,4,-1,-1,-1,1,2931440
"7052",2931443,3483.34075519288,"Spain","ES",9.68333333333333,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",65,"28290","2","1",NA,"28040","3","1",3,3,"5","-1","4",3,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2931443
"7053",2931444,2645.61898625079,"Spain","ES",6.91666666666667,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","2",63,"15009","7","-1",NA,NA,"6","1",2,2,"2","-1","4",1,0,2,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,4,3,4,2,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,5,2931444
"7054",2931447,784.880634252537,"Spain","ES",7.4,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",66,"03202","7","-1",NA,NA,"6","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,4,4,4,2,4,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2931447
"7055",2931450,3763.6534279129,"Spain","ES",8.51666666666667,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",69,"28039","7","-1",NA,NA,"3","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,4,4,1,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,3,2931450
"7056",2931453,39553.47356984,"Spain","ES",12.9,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",66,"00810","7","-1",NA,NA,"2","2",4,2,"5","-1","4",1,0,0,0,1,1,1,1,2,1,1,0,1,2,2,2,2,-1,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,2,2,4,4,4,4,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,4,2931453
"7057",2931454,2555.21983263989,"Spain","ES",21.35,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",45,"37300","1","1",NA,"37300","7","1",4,3,"3","-1","4",2,0,3,0,2,2,2,2,2,2,2,0,0,1,1,2,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2931454
"7058",2931455,7924.61890324557,"Spain","ES",13.8833333333333,"2021-06-16","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","2",65,"20013","7","-1",NA,NA,"3","2",1,1,"1","2","-1",0,0,0,0,2,1,2,1,1,1,2,-1,-1,-1,2,-1,2,2,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,2,2,4,4,4,1,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,2,-1,-1,4,-1,-1,-1,2,2931455
"7059",2931457,664.079865083084,"Spain","ES",7.35,"2021-06-16","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",65,"08860","7","-1",NA,NA,"8","1",2,2,"2","-1","4",2,0,0,0,2,2,1,2,2,2,1,0,0,-1,-1,2,-1,-1,-1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,4,4,4,1,4,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,2931457
"7060",2931462,1264.86307428829,"Spain","ES",11.7833333333333,"2021-06-17","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",74,"11550","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,1,2,2,99999997,99999997,-1,-1,-1,-1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2931462
"7061",2931463,490.782954827379,"Spain","ES",10.7,"2021-06-17","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",65,"28038","7","-1",NA,NA,"7","1",2,2,"2","-1","4",2,0,0,0,2,2,1,2,1,2,2,0,1,-1,-1,2,-1,2,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,2,1,1,2,4,4,4,1,2,1,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,5,2931463
"7062",2931466,1130.38886058022,"Spain","ES",9.45,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",65,"28901","1","2",NA,"28942","7","1",3,3,"4","-1","4",1,0,2,0,2,2,2,2,2,2,2,0,0,1,1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,4,4,1,1,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,1,2931466
"7063",2931467,1048.43678096596,"Spain","ES",10.2333333333333,"2021-06-17","CAWI","Spanish","2",NA,NA,NA,"-1",NA,"-1","1",70,"08950","7","-1",NA,NA,"7","1",2,2,"2","-1","2",1,0,0,0,1,1,1,1,1,1,1,0,1,2,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,1,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2931467
"7064",2931468,1727.31462127379,"Spain","ES",7,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",63,"08780","1","1",NA,"08780","7","1",2,2,"2","-1","4",1,0,1,0,2,2,2,2,2,2,2,0,0,1,1,1,2,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931468
"7065",2931469,16599.2126257631,"Spain","ES",6.18333333333333,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","1",75,"08320","7","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,2,0,2,2,1,2,1,1,1,0,0,-1,-1,2,-1,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,2,1,2,4,4,1,4,2,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,4,2931469
"7066",2931470,4955.23486182026,"Spain","ES",5.8,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",68,"08027","7","-1",NA,NA,"3","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,3,3,3,4,4,4,1,3,1,2,1,2,2,2,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,3,2931470
"7067",2931474,1955.22371884762,"Spain","ES",7.68333333333333,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",62,"30008","3","-1",NA,NA,"5","1",2,2,"4","-1","4",1,0,0,0,2,1,1,2,2,1,1,1,1,-1,2,2,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,1,1,4,4,2,2,1,1,1,2,2,2,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,2931474
"7068",2931478,1246.69293378094,"Spain","ES",5.51666666666667,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",66,"48340","7","-1",NA,NA,"7","1",2,2,"2","-1","4",1,0,0,0,2,2,2,2,2,2,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,1,1,1,2,4,4,4,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2931478
"7069",2931484,5420.43175017165,"Spain","ES",8.15,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",69,"28945","7","-1",NA,NA,"3","1",3,3,"4","-1","4",1,0,0,0,2,1,1,1,1,1,1,2,2,-1,2,2,2,2,2,2,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,4,4,4,4,2,4,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2931484
"7070",2931488,1239.1547596693,"Spain","ES",5.41666666666667,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"1",NA,"1","1",74,"08030","7","-1",NA,NA,"7","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,NA,1,1,1,3,4,4,4,1,1,1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2931488
"7071",2931490,61716.6213322009,"Spain","ES",8.7,"2021-06-17","CAWI","Spanish","1",NA,NA,NA,"0",NA,"-1","2",75,"19200","7","-1",NA,NA,"1","1",1,1,"1","2","-1",1,0,0,0,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2931490
